	0
METenh:cg11281576	6.736860090430164
EXPR:CDC20	6.476031606622315
METbod:cg18554732	6.442352316731909
METenh:cg15772786	6.330102239955016
METenh:cg01728258	6.131484825853815
EXPR:UBE2C	6.016963910382247
METbod:cg22802746	5.981226987141863
METbod:cg14614314	5.945446046895002
METenh:cg17555274	5.933421247209255
METenh:cg20710386	5.904193465968228
METbod:cg21856334	5.89675701435029
METenh:cg24937735	5.860028648164917
METenh:cg23156512	5.8523130110442745
METenh:cg02089721	5.840117561927123
METbod:cg11444072	5.831030246415833
METenh:cg23843709	5.828356745205532
METenh:cg07392068	5.713253666422266
EXPR:MYBL2	5.644796413100245
METbod:cg23475112	5.641107533024771
METenh:cg19284571	5.611726367221447
EXPR:TPX2	5.6001056586728435
EXPR:CEP55	5.576134947232527
EXPR:COL7A1	5.5668749326981946
METenh:cg24131783	5.553903634235192
METenh:cg11448247	5.534773769630453
EXPR:MYOSLID	5.519889051981015
METenh:cg02653521	5.514751876998486
METenh:cg13919908	5.5085614591744765
METenh:cg04636407	5.508535206431856
METenh:cg24561412	5.50652187162512
METenh:cg27377114	5.498201891043288
METenh:cg06299192	5.496344161681033
EXPR:HLF	5.487228654351232
METbod:cg27431500	5.47137986841697
METenh:cg11559048	5.440517932279624
EXPR:CDCA2	5.405230456337599
EXPR:MARCHF4	5.395118369515367
METenh:cg11060604	5.388898610226627
METenh:cg26691449	5.384193660900493
EXPR:IQGAP3	5.3781532613714145
METbod:cg14419581	5.371527647337959
EXPR:LSAMP	5.342520417606341
EXPR:FCER1A	5.337849694013172
METenh:cg02062632	5.315516531343369
METenh:cg01631946	5.309976661078695
METenh:cg00486883	5.298661509285356
EXPR:CD1C	5.290570099825234
EXPR:CHL1	5.281454282770178
METenh:cg09634659	5.26770325757239
METenh:cg26114999	5.2470867819610305
METpro:cg12985929	5.229584387069969
METenh:cg20899703	5.219552581687594
METenh:cg02849956	5.219223464602034
EXPR:PRR11	5.214561711041008
METenh:cg25124440	5.2083249815100086
METbod:cg02320862	5.2080067533578704
EXPR:LRRN3	5.206105042359288
METenh:cg23699146	5.204220112242917
METenh:cg00990783	5.199972725041673
METenh:cg12382302	5.197528305878407
METbod:cg16457440	5.1900351712185255
METenh:cg02921842	5.189973464616978
METenh:cg14973142	5.188160359599421
METenh:cg23167627	5.1699545321878215
EXPR:BIRC5	5.1633527965000505
METenh:cg05859465	5.162076047363939
METenh:cg20281905	5.159341737456355
METenh:cg09207377	5.156519183129175
METenh:cg21646032	5.14372884386596
METenh:cg19380996	5.141666204270704
METbod:cg27312173	5.135922633071642
METenh:cg08523181	5.131552587251579
METenh:cg13079933	5.105481037200631
METenh:cg15495949	5.102797817612525
EXPR:CNTN1	5.087220884848046
EXPR:CPXM2	5.07638341867902
METbod:cg07224726	5.065925314297565
METenh:cg24568517	5.064854053252132
METenh:cg24915360	5.044772837936699
METenh:cg12350164	5.040737805412439
METenh:cg07223413	5.040141698398415
METenh:cg12008581	5.036712064565501
METbod:cg23189692	5.033959872959818
METenh:cg07068089	5.0282542486701365
METbod:cg10486834	5.0088299381575565
METpro:cg11590420	5.007844315268486
METpro:cg21511203	5.004957754204614
METenh:cg24934858	4.991498492673509
EXPR:CTSG	4.98764908818738
EXPR:MS4A2	4.987380095593994
METbod:cg25115993	4.972542857965484
METenh:cg21101566	4.972424094620129
METenh:cg16119581	4.958688051987217
EXPR:ANGPTL1	4.953905325131661
EXPR:KIF20A	4.95314866061204
METenh:cg04925205	4.950904325895992
METbod:cg01141940	4.928686511277056
METenh:cg21735068	4.920355526032917
EXPR:ANLN	4.913767939263856
METenh:cg11404195	4.899833831953156
METbod:cg07489502	4.896184254867653
METenh:cg21075964	4.894799764948077
METenh:cg20468815	4.894561065373215
METenh:cg08246210	4.893714855540644
METenh:cg04308657	4.893339387053287
METbod:cg18548666	4.8800533923209155
METenh:cg06142206	4.8783488459945294
METbod:cg04015907	4.876855585753409
METpro:cg25012264	4.87673436410061
METbod:cg05921676	4.876087830867783
METenh:cg01049293	4.871925157974753
METbod:cg15994467	4.85872762687882
METbod:cg11891579	4.857270716937301
EXPR:CD1E	4.8508717498896194
METenh:cg06032862	4.850837749832485
METenh:cg02981309	4.845838921427651
METenh:cg24462980	4.838551673256896
METenh:cg25363807	4.833726196757977
EXPR:ECRG4	4.830756172131704
METenh:cg20268689	4.829652218053324
METpro:cg10633838	4.821611751843404
EXPR:FREM1	4.8144870477442065
METenh:cg20423899	4.8138141717053005
METbod:cg25376207	4.811862348486996
EXPR:CDC45	4.8118424127409565
METenh:cg11131246	4.808433658769292
EXPR:LINC01615	4.804985455838176
METenh:cg18966152	4.7940481303787665
METenh:cg18729574	4.792849817290548
METpro:cg19241689	4.789099436941136
METbod:cg14022137	4.783173804159961
METpro:cg07181406	4.772802746287954
METbod:cg19058865	4.766545459221537
EXPR:FBLN1	4.76307075570712
METbod:cg10741442	4.759201739701035
METenh:cg20685334	4.747400206950789
EXPR:NEIL3	4.737986899773632
METenh:cg25383920	4.736413228046854
EXPR:BHLHE22	4.720610026232561
METenh:cg15177103	4.720416283108906
METenh:cg15809077	4.718773348824239
EXPR:AP000695.2	4.715609875654161
METenh:cg05237429	4.705045484998258
METenh:cg26676195	4.694738238765586
METbod:cg04724735	4.690539019063786
METpro:cg14901243	4.683848505410613
METenh:cg02451548	4.681562952241149
METenh:cg20368182	4.679887872644215
EXPR:IGF1	4.67874702701881
METenh:cg06869619	4.673546025622163
METenh:cg01009920	4.669041985191617
METenh:cg26768873	4.664885704540299
METenh:cg04640637	4.663986765144396
METenh:cg06494284	4.662167233645203
METbod:cg03287198	4.660384934051788
METenh:cg15205110	4.656757424383418
METpro:cg26270195	4.65287433587937
METenh:cg12126732	4.65218113848191
METenh:cg13174688	4.6488409862637186
EXPR:SELENOP	4.640466331764456
