	0
METbod:cg14614314	0.025055805730433065
METbod:cg22802746	0.022616980251847316
METbod:cg24967096	0.022557475759774872
METbod:cg16457440	0.021455750142945894
METbod:cg27595860	0.02126464206304184
METenh:cg15613991	0.020602309099127476
METbod:cg12028548	0.019526791336839454
METenh:cg27353926	0.019305200120335597
EXPR:HLF	0.01912001083730155
EXPR:PLD4	0.018130816545733404
METpro:cg13289884	0.018110805018392517
METenh:cg05261296	0.018062437201993783
METenh:cg00587922	0.017979835011309186
METpro:cg22311343	0.01783246752534381
METenh:cg20710386	0.017639524285872468
METbod:cg21856334	0.017554317585348898
METbod:cg05184456	0.017441952850429012
METbod:cg11891579	0.017368380278165493
METenh:cg11559048	0.01734380435155478
METbod:cg18707501	0.016870933934665214
EXPR:C1QTNF7	0.01680546819090393
METbod:cg03287198	0.016504133843383614
EXPR:AC090136.3	0.016294662143095523
METenh:cg10190843	0.016270944327144918
METenh:cg13174688	0.016172695639352804
EXPR:GAPT	0.016137714273369515
METpro:cg11590420	0.016023467429962693
METenh:cg07375082	0.016016431364429477
METbod:cg00225902	0.015826547838436938
METenh:cg10246640	0.015773649525404543
EXPR:CDC20	0.015770914764080532
EXPR:ALDH1A1	0.015748579092426947
METenh:cg24462980	0.015579290414239545
METenh:cg09634659	0.015541504780163189
METpro:cg17646273	0.015425823865724877
EXPR:DKK2	0.01541618496773817
METenh:cg04730961	0.015410947465516033
METpro:cg03290752	0.015282708096455648
EXPR:RHEX	0.015214305020701147
METenh:cg11736020	0.015164333702570346
EXPR:BIRC5	0.014934972058101176
METenh:cg06494284	0.014875016351748063
METbod:cg19764599	0.014818211702132456
METenh:cg15772786	0.014660288666914363
METbod:cg09006667	0.01465613020337496
METbod:cg13716208	0.014584218049160647
EXPR:FBLN1	0.014525305574264383
EXPR:CD1E	0.014521818006225009
METenh:cg11070069	0.01442681409884736
METbod:cg01141940	0.014408940872758218
METenh:cg26533221	0.014332830369080842
EXPR:CNTN4	0.014260337998719806
METpro:cg03894174	0.014112567082788843
EXPR:CEP55	0.014101552632656207
METpro:cg27550982	0.014040543267166444
METbod:cg06782035	0.014034125863297314
EXPR:HELLPAR	0.013967970277360981
EXPR:NELL2	0.01394224361510893
METenh:cg01680062	0.013899294271850866
METenh:cg11281576	0.013813634081768169
METpro:cg25012264	0.013762655271786304
METenh:cg02849956	0.01369483714828844
EXPR:NEIL3	0.013662837179508567
METbod:cg16638793	0.013529621453857287
METbod:cg18248911	0.013461732138119227
METenh:cg05314679	0.013375716093562934
METpro:cg07137955	0.013337358940618183
METbod:cg06436185	0.013209429931255227
METenh:cg09154264	0.013062063452415206
METbod:cg14022137	0.01305590846858425
EXPR:CPA3	0.012862286257154604
METenh:cg14155710	0.012798412627377157
METbod:cg01972751	0.012620521779395998
METenh:cg17407476	0.01261553249602377
EXPR:SCN7A	0.012597939622518917
METbod:cg00558689	0.012304216290240528
METpro:cg19598416	0.012193011605843978
METenh:cg11404195	0.012173990902475111
LOH:AL353746.1	0.012169648362634603
METenh:cg16063553	0.012113728161850162
EXPR:SIGLEC6	0.012110985064521938
EXPR:CD22	0.012106103744072576
METenh:cg24216596	0.012100138216496295
METbod:cg09219451	0.012091279627188355
EXPR:DSCAML1	0.012056355215857469
EXPR:AC142381.1	0.012055712995061457
EXPR:UBE2C	0.012008840201495233
METenh:cg14953379	0.011970203820126918
EXPR:FBLN2	0.01190182506775177
EXPR:CLIC5	0.011839688927067233
EXPR:ERFE	0.011805271926024522
METbod:cg11299543	0.011797847334977098
EXPR:FRZB	0.011695384437003265
METenh:cg21434865	0.011588248914564659
METenh:cg17476701	0.011518776563321587
METenh:cg02582028	0.011497745360393297
EXPR:ECRG4	0.011496643498941304
EXPR:CACNA1G	0.011478838009566707
METpro:cg11626629	0.011358880017013063
METpro:cg13877662	0.011347315127278866
METenh:cg19380996	0.011322770482699336
EXPR:KLRF1	0.011305436123013629
METbod:cg09062550	0.011267319671585065
METenh:cg21735068	0.011224615152873449
METpro:cg21617516	0.011172430919014781
METenh:cg24934858	0.0111263174709294
METenh:cg03134000	0.011056680800542125
EXPR:MFAP4	0.0109663975038308
METenh:cg23035323	0.010904511302736787
METenh:cg05141485	0.010864458108726847
METbod:cg23752651	0.010837864243338593
EXPR:CD1B	0.010741198439195248
METpro:cg26270195	0.010695640308685368
METenh:cg22965017	0.010683152306737774
METenh:cg11243561	0.010479128996250283
LOH:MOB3B|C9orf72|IFNK	0.010381086391536369
METpro:cg07181406	0.010367187470661033
METenh:cg01631946	0.010356470861342513
METpro:cg23167351	0.01030568546275049
LOH:AL451124.1	0.010174284743207935
METpro:cg24039697	0.010144743530894083
METenh:cg18243661	0.010132560781087704
METenh:cg06454538	0.010119907774143842
LOH:AL360014.1	0.010106664725492369
EXPR:SPIB	0.010042174911057695
METpro:cg06937882	0.010023012957614319
EXPR:COL7A1	0.009998026561828972
EXPR:AL353751.1	0.009994629057343456
EXPR:CACHD1	0.009946037399857626
METenh:cg00086869	0.00992990309016373
METbod:cg00462416	0.009926253924284893
EXPR:MS4A2	0.0099249496723103
METenh:cg25363807	0.009909675475217233
EXPR:PRR11	0.009886620366526594
METbod:cg14419581	0.009794037030675655
METenh:cg13202594	0.009738412313313953
METenh:cg03173167	0.009701161720433114
METenh:cg22172491	0.009697804585169494
METbod:cg25115993	0.009690659722480609
METenh:cg27049451	0.00965903536170822
EXPR:FCER1A	0.009640123370860672
METenh:cg26572459	0.00960881518367723
METenh:cg03387871	0.009540877910405183
METenh:cg11060604	0.009523533913797348
METenh:cg04837119	0.009503784548062607
EXPR:PRIMA1	0.00949293526158149
METenh:cg02488983	0.009480075766268374
EXPR:AADAC	0.009425582812986433
METenh:cg16344915	0.009403384870739993
METpro:cg10149600	0.009399193810739738
METpro:cg18244817	0.009380021397977802
EXPR:JCHAIN	0.009355474150984203
METenh:cg00486883	0.009311170353321668
METenh:cg19920602	0.009272051093187487
METbod:cg07224726	0.009269740503523466
METenh:cg13033108	0.009253975978616215
METenh:cg02150090	0.009220131856208125
METpro:cg05796981	0.009198249003749595
METenh:cg16477554	0.009190870335613126
EXPR:PITX1	0.009189785341289313
METbod:cg15042302	0.009181936775261837
METenh:cg04129687	0.009168107110693444
LOH:EQTN	0.009128346928287219
